geneSymbol,C3N.01799,C3N.01799.N,C3L.01890,C3L.01890.N,C3N.00572,C3N.00572.N,C3N.02423,C3N.02423.N,C3N.02729,C3N.02729.N,C3L.00263,C3L.00263.N,C3N.01410,C3N.01410.N,C3N.00578,C3N.00578.N,C3N.02587,C3N.02587.N,C3L.00893,C3L.00893.N,C3N.01488,C3N.01488.N,C3N.01413,C3N.01413.N,C3N.01030,C3N.01030.N,C3N.02588,C3N.02588.N,C3N.00552,C3N.00552.N,C3L.01889,C3L.01889.N,C3N.00169,C3N.00169.N,C3L.00422,C3L.00422.N,C3L.00083,C3L.00083.N,C3N.00551,C3N.00551.N,C3N.02089,C3N.02089.N,C3L.01682,C3L.01682.N,C3N.01016,C3N.01016.N,C3N.00580,C3N.00580.N,C3N.02000,C3N.02000.N,C3N.01489,C3N.01489.N,C3N.00737,C3N.00737.N,C3N.01405,C3N.01405.N,C3N.01416,C3N.01416.N,C3N.02149,C3N.02149.N,C3N.02424,C3N.02424.N,C3L.00279,C3L.00279.N,C3N.02379,C3L.00095,C3L.00095.N,C3N.02572,C3N.02572.N,C3N.00559,C3N.00559.N,C3L.02345,C3L.02345.N,C3L.00093,C3L.00093.N,C3L.00510,C3L.00510.N,C3L.00913,C3L.00913.N,C3L.00412,C3L.00412.N,C3N.01415,C3N.01415.N,C3N.00549,C3N.00549.N,C3N.02433,C3N.02433.N,C3N.01021,C3N.01021.N,C3N.00203,C3N.00203.N,C3L.01330,C3L.01330.N,C3N.00574,C3N.00574.N,C3N.01071,C3N.01071.N,C3N.00550,C3N.00550.N,C3N.00167,C3N.00167.N,C3L.00001,C3L.00001.N,C3L.01632,C3L.01632.N,C3N.02155,C3N.02155.N,C3N.00217,C3N.00217.N,C3N.02002,C3N.02002.N,C3N.02145,C3N.02145.N,C3N.02586,C3N.02586.N,C3L.02219,C3L.02219.N,C3N.00180,C3N.00180.N,C3N.00704,C3N.00704.N,C3N.02158,C3N.02158.N,C3N.02421,C3N.02421.N,C3N.00556,C3N.00556.N,C3N.01072,C3N.01072.N,C3L.00094,C3L.00094.N,C3L.00144,C3L.00144.N,C3N.00223,C3N.00223.N,C3N.02380,C3L.01924,C3L.01924.N,C3N.00433,C3N.00433.N,C3L.01683,C3L.01683.N,C3N.00293,C3N.00293.N,C3N.02380.N,C3L.00009,C3L.00009.N,C3N.00546,C3N.00546.N,C3N.01414,C3N.01414.N,C3N.02087,C3N.02087.N,C3L.00140,C3L.00140.N,C3N.02529,C3N.02529.N,C3L.00368,C3L.00368.N,C3N.02067,C3N.02067.N,C3L.00080,C3L.00080.N,C3N.00547,C3N.00547.N,C3N.01023,C3N.01023.N,C3N.01024,C3N.01024.N,C3L.00973,C3L.00973.N,C3L.02348,C3L.02348.N,C3L.02508,C3L.02508.N,C3N.00560,C3N.00560.N,C3L.00604,C3L.00604.N,C3N.00199,C3N.00199.N,C3N.00579,C3N.00579.N,C3N.02582,C3N.02582.N,C3L.02350,C3L.02350.N,C3N.00738,C3N.00738.N,C3N.00959,C3N.00959.N,C3N.02003,C3N.02003.N,C3N.02379.N,C3N.00175,C3N.00175.N,C3N.01823,C3N.01823.N,C3L.02549,C3L.02549.N,C3L.02365,C3L.02365.N
CCDC43,1.239,-1.1987,-0.7136,-0.898,-0.5463,-0.7998,1.4431,-0.8804,1.8792,-0.0364,0.3419,-0.5838,0.6937,-0.6086,-1.2936,-0.4154,-0.5008,-0.0365,0.118,-0.9015,-0.7232,-0.2961,1.0961,-0.8534,0.9072,-0.6819,1.6744,-0.4562,-0.99,-0.3548,-1.1178,-0.8440000000000001,1.1461,-0.0329,0.0895,0.2422,-0.6682,-0.5779,1.525,-0.5943,-0.2435,-0.0842,0.7656,-0.6886,1.1458,-0.059,0.6132,-0.2246,0.8565,-0.0528,0.8765,-0.4894,1.1132,-0.6084,1.2081,-0.0213,-0.3715,-0.5949,0.2229,-0.1646,0.6742,-0.5021,1.7357,-0.593,0.4158,-0.8166,-0.3949,-0.0074,-0.552,0.3473,-0.2256,1.6322,0.7671,0.9253,0.2833,1.3292,0.3622,0.5068,0.2386,0.1369,-0.3521,0.7091,0.0035,0.4763,-0.3815,1.3101,0.4464,-0.5566,-0.2587,0.7266,-0.396,0.2792,-0.1478,-1.0995,0.2593,0.954,-0.091,0.7035,0.3522,1.5091,-0.1821,-0.171,-0.0075,-0.3728,-0.7703,1.7568,-0.1542,0.7063,0.1244,-1.0324,-0.0124,0.1216,-0.1065,-0.6368,-0.3711,0.9258,-0.1967,-0.061,-0.6669,0.1349,-0.9115,1.5887,-0.9899,0.9059,-1.1513,0.4008,-1.1557,0.0637,-0.5508,1.6364,-0.7193,0.9677,-1.019,0.5294,-0.7212,1.2568,0.6096,-0.8264,0.537,-2.0035,-0.0851,-0.0325,-0.4879,-0.3227,-0.7364,1.2284,-0.3843,-0.5477,-0.2523,-0.4749,-0.8832,0.3342,-0.5066,-0.139,-0.514,0.1343,0.0706,-0.1166,-0.3768,0.1021,-0.2944,2.2489,-0.3605,0.4806,-0.0501,0.6625,0.2132,0.9915,0.0814,-0.0701,-0.4039,0.3011,0.2591,-0.5171,-0.122,1.8544,-0.732,0.6208,0.191,0.1961,0.1193,-0.0377,0.6314,1.1366,0.057,-0.7223,-0.804,0.4588,-0.5661,0.1996,-1.2537,1.5753,-0.9653,-0.4672,1.6911,-0.4806,-0.0237,0.1491,0.5579,0.3891,0.2076,-0.3285
CCDC47,-0.5285,-1.242,-0.0891,-0.8352,1.0012,-1.4981,0.514,-1.2857,1.526,-1.1975,-2.3008,-1.589,1.36,-0.6724,0.6012,-0.877,0.6136,-1.5696,0.3808,-0.905,0.7794,-0.7878,1.8597,-1.3295,1.0372,-0.3241,1.2156,-0.8405,1.9021,-0.5633,1.0256,-0.9652,0.1727,-0.5574,-0.8473,-1.9238,-0.7096,-0.8344,1.8088,-0.5605,-0.1218,-1.0131,0.0498,-1.5113,0.0216,-0.4901,0.8138,-0.9439,0.7496,-0.4425,0.3908,-0.7754,0.1079,-0.3854,0.9911,-0.7021,0.2866,-1.3914,0.3082,-0.7055,1.3909,-1.2988,0.0686,-1.3464,0.6657,0.4944,-0.8202,1.1566,-0.8142,1.4631,-1.511,-0.0564,-0.9068,0.4576,-1.4047,-3.5121,-2.0819,0.0434,-1.0863,-0.3472,-0.4976,2.3115,-0.5134,0.6731,-1.0181,1.4027,-0.0046,0.4618,-1.6254,-0.1405,-0.4969,1.7271,-0.8997,-0.2,-0.4749,1.2161,-0.5597,0.7693,-0.8185,1.1407,-1.5386,2.5304,-1.2231,0.0165,-0.8340000000000001,1.0447,-0.7116,0.5944,-0.8619,1.7769,-1.2828,0.8966,-1.0578,0.9726,-1.0429,1.2604,-0.9801,0.7526,-0.8984,2.3494,0.7390000000000001,1.0865,-0.4919,0.9898,-0.9395,-0.0896,-0.3435,0.6198,-0.4062,0.1514,-0.61,0.0065,-0.8490000000000001,0.4562,-0.8257,1.4029,1.1007,-0.6734,-0.3506,-0.9961,0.0387,-1.0019,0.5926,-0.3869,-0.8123,0.6427,-0.6868,-0.1444,-1.1365,0.1562,-0.3545,1.1649,-0.9403,-0.4303,-0.4211,0.4408,-1.3008,0.2597,-1.0119,1.9773,-0.71,0.9284,0.0819,0.6808,-0.4304,-1.2997,-1.1302,1.974,-0.8607,-1.2781,-0.5135,0.5752,-1.315,-1.4388,-0.5669,0.396,-1.6674,0.3457,-1.2186,1.5865,-0.9522,0.1071,-1.6684,1.4484,-1.5630000000000002,0.1638,-1.8368,1.1825,-1.4423,-0.32,-1.4382,1.7382,-1.0686,-0.9339,1.4057,-1.4980000000000002,0.1957,-0.845,-0.4203,-0.861,0.5373,-0.5947
CCDC50,0.83945,0.9213,-2.49525,-0.058149999999999986,-0.6473,1.40985,-0.58995,1.7742,-1.3239,2.38775,0.88415,0.3626,-2.1376,-0.05275000000000002,-0.4543,1.23705,-1.0196,1.595,-0.29745,0.45615,-0.7373000000000001,0.58885,-0.04420000000000002,0.9178,0.0942,1.4953,-0.72875,1.54925,-1.10005,1.1208,-1.2737500000000002,1.60655,-0.8874,1.1837,-0.33115,1.90975,1.5394,0.36735,-1.922,0.66895,-0.18265,1.11455,0.8894500000000001,1.761,-1.24135,0.4714,-1.7453,1.0912,0.08534999999999998,1.44585,0.5837,0.3177,0.76795,0.2755,-0.5111,0.8598,0.6671,1.0252,-0.48265,0.5165,0.4885,1.386,-0.1003,1.1393,-0.0614,2.0553,0.18915,-0.4703,2.14365,-1.9807,1.0234,-0.4247,1.77,-1.1776,1.27525,-1.8984,0.5743499999999999,0.32555,0.18425,1.99425,1.4228,-1.1641,0.64735,-0.83185,-0.25385,-1.663,-0.07334999999999997,-0.49345,0.92565,-0.7418,-0.2329,-0.8492,0.9521,-1.14015,-0.32704999999999995,0.36705,1.27665,-1.158,1.339,-1.8449,2.2229,-0.3619,3.4398,0.5115000000000001,1.61485,-0.4231,0.3281,-0.7417,0.7557,-1.08135,1.63515,-2.039,0.53625,-0.49985,1.6207,-0.2071,1.4269999999999998,-1.54125,1.0998,-0.5054500000000001,1.17915,-1.70195,-0.10515,-0.69895,0.59115,-0.81555,-0.5899,0.45615,0.87375,-0.00655,1.3788,0.1854,0.40335,-0.6912499999999999,0.8533,-1.7120000000000002,-0.13355,1.09745,2.0201,0.8832,1.96655,1.40545,-0.48565,-0.03814999999999999,1.3566,1.1263,2.4730000000000003,-2.34265,2.2651,-0.89,0.28455,-1.0137,2.89285,0.06785000000000002,2.0292,-0.26085,2.2769,-0.21315,1.31985,-0.7408,1.0799,-0.4631,1.2137,-1.7678,-0.38855,-1.2821,0.72595,-2.1216,1.2243,1.51245,1.2549,0.56035,1.69705,1.47805,-0.19895,-0.4556,1.0741,-0.55335,1.88865,-0.5851999999999999,0.60265,-1.17915,1.37215,-1.3149,2.25935,0.88715,1.27235,0.97655,1.3694000000000002,-0.08099999999999999,0.2502,-0.1265,0.4516,1.5962999999999998,-0.9945,-0.10795,0.03115,1.9235,-0.20440000000000005,1.59595,-1.7028,-0.05295
CCDC51,-0.3016,-1.2386,0.518,-0.5321,-1.3177,-1.9489,0.1685,-2.2158,1.2058,-1.3533,-0.805,0.1234,2.0698,0.054000000000000006,1.4765,-0.87,0.742,-1.1153,-2.7706,-0.967,1.2826,-0.4633,-0.3004,-1.5794,0.4653,-0.2769,-0.8966,-1.464,1.9351,-0.4301,-0.1894,-2.2096,-0.6974,0.6331,0.1827,-1.5957,-0.9121,-0.7932,2.2538,-0.6206,2.4662,-0.277,-0.1664,-0.9553,0.2184,1.0018,1.4581,0.1131,-0.5821,0.142,1.4966,0.0825,-0.2953,1.2143,1.6532,0.9071,-0.4508,-0.9642,-0.6796,0.6696,0.5533,0.3942,-0.14800000000000002,2.0143,-1.0109,2.0116,-1.0897,0.7398,-0.9525,0.7873,-0.1295,0.6532,-0.7875,-1.7179,0.28,-0.035,0.1152,0.0024,0.5566,-2.0151,0.2401,0.1592,0.1261,0.5268,-0.6583,-2.236,-0.0046,-0.4647,-0.0596,1.0837,0.8469,-0.6709999999999999,-0.0719,0.8749,0.0228,1.3053,1.8579,1.3204,-0.42,0.8389,-0.4347,-0.9789,0.6989,1.254,-0.5876,0.2228,0.4599,0.008,0.2472,-1.3574,-0.3499,-0.3775,-0.9105,0.3616,0.281,-1.2476,-0.5701,0.0772,-0.5493,0.6338,0.7390000000000001,0.9484,-0.755,-0.5241,-0.6022,-0.5865,0.1969,2.7079,-1.0057,1.0989,-0.0181,0.1915,-1.0908,0.0403,-1.2004,0.4956,0.3207,-0.8786,-0.6929,0.0565,-0.1526,-0.5187,0.2877,-0.1469,-0.9316,-0.6269,-1.025,-0.2931,-0.8172,1.6244,0.3369,0.6316,-1.4879,2.4508,0.4832,-0.8711,-1.0236,-2.1683,-1.1832,0.1707,-1.6424,-0.1022,-1.4994,-0.4949,0.0601,-0.0766,-0.4068,1.6484,-0.3202,-1.1739,-0.1907,-0.1251,-0.8103,0.2315,-0.3029,0.8671,-0.8388,-1.2231,-1.4645,-1.2202,-0.5197,1.0709,-2.0776,-1.6888,-1.1552,-1.8394,-0.7418,0.151,-0.2717,-1.077,-0.6021,1.301,-0.7894,-0.7392,0.1407,-0.7158,1.4082,0.076,-0.1431,-0.6412,0.5670000000000001,0.7363
CCDC57,-1.9828,2.0462,-0.7136,1.6876,-0.2662,2.91,-2.3371,3.8281,-0.3773,0.2418,0.4603,-0.1655,-1.0282,-0.7279,-0.3003,3.3127,-1.0159,5.9887,-0.8914,-0.1262,-1.7261,1.5984,-0.2592,4.3591,-1.331,0.3172,-0.4798,1.3908,-1.5183,3.1061,0.1048,1.0753,0.3027,1.1763,-0.3403,1.1723,1.5063,0.764,0.5662,1.5606,0.1178,1.1496,1.033,0.8105,0.4599,0.6232,-0.4962,0.6709999999999999,-0.9061,-0.0084,0.6836,-0.4648,-1.1597,-1.9043,-0.9339,-0.2396,0.901,1.8055,-0.3063,1.0313,-0.2498,0.187,1.5558,1.2431,-0.6944,-0.7851,-0.0505,0.2367,2.7232,0.1575,3.8693,2.9526,1.1586,1.354,-1.3173,-4.9494,0.6093,0.7936,-1.4405,1.1840000000000002,1.455,0.0454,-0.309,0.1784,0.3842,-1.5723,-0.2042,-0.7709999999999999,-0.3914,-0.4654,-0.5266,-0.3853,0.7955,0.469,-0.8296,-0.6911,0.0416,-0.9435,1.2201,-0.9302,3.3510000000000004,-0.7864,1.9697,-0.3577,-0.5664,-0.8827,0.2697,-0.7171,-0.0463,-1.5391,0.1354,0.7915,2.2497,-1.3546,-0.2494,-1.1899,-0.2495,-1.1848,-0.8339,-1.7835,-0.0085,-0.7340000000000001,-0.4888,-0.1605,1.3789,-1.3479,0.4212,-2.3803,0.909,-1.4008,-0.5836,-1.9038,0.4355,-1.057,8.1924,1.4638,-0.4241,-0.4233,0.5584,-0.2631,0.2525,0.4982,0.5746,-0.0716,0.4637,0.2308,-0.456,-2.0723,2.6002,-0.1205,-0.921,-0.8391,-0.3743,0.4844,-0.7964,-1.0728,0.5822,-0.1199,0.9256,0.4059,2.8837,-1.2245,0.0866,-1.1528,-0.8906,-0.9888,2.6934,-1.4661,1.9056,-0.2036,0.9083,-0.7866,-0.1174,3.0141,-0.3362,-0.9788,0.0254,-0.9742,-0.0183,1.0676,1.6398,-1.5706,3.8447,-2.1692,3.3706,4.0888,2.3253,-1.962,0.0623,-0.4773,0.0214,-1.3511,0.725,2.7911,-0.748,1.1886,-0.4972,-0.2895,0.1287,-0.018000000000000002,-0.8246,0.845
CCDC58,0.507,-1.3185,0.2995,-0.3892,1.7727,-1.2173,0.3829,-1.3617,1.4701,-0.8599,0.4073,-0.4183,0.4029,-0.373,2.0272,-0.8315,0.3006,-1.466,0.0595,-1.7044,0.6949,-1.3975,-0.4071,-1.3493,0.2025,-0.9621,0.8743,-1.1034,1.0518,-1.2294,-1.653,-1.8864,0.3494,0.555,1.6379,-1.2708,-0.6682,-0.8728,1.2144,-0.598,1.2385,-0.1929,-0.0367,-1.7931,-0.2677,0.0422,1.4474,-0.2062,-0.1512,-1.2149,1.7205,-1.2489,2.3946,-0.9768,2.3987,-0.1386,-0.09,-0.7035,0.3111,-0.0701,1.3131,-1.2908,1.5852,-0.1184,-0.9235,-1.0019,-1.2275,-1.231,-1.5409,0.9944,-1.7496,0.9106,-1.1156,0.5710000000000001,-0.8431,3.1598,-0.7799,0.718,-0.269,0.6262,-0.0137,1.7033,-1.6989,0.0913,-0.8490000000000001,0.4033,-1.9747,-0.7825,-2.1064,0.9073,-1.7131,0.4783,-1.4208,-0.8332,-1.8422,2.0303,-1.5927,1.4864,-1.7883,-0.0218,-1.2618,-0.455,-1.4164,1.6886,-0.8595,0.9867,-0.0073,1.6239,-0.0599,-0.5607,-1.2334,-0.4497,-1.2887,0.011,-0.9919,-0.6859999999999999,-1.3901,-1.0288,-0.0635,0.2763,-0.3082,0.1147,-1.7729,0.3744,-1.4276,1.9752,-0.527,2.4663,-0.7835,-0.0771,-1.1642,0.5917,-0.5014,-0.5603,-1.3841,0.4073,1.3158,0.1812,0.6725,-0.2458,0.0462,-0.7381,1.2023,-0.8834,-0.9966,0.8052,0.0176,-0.3131,-0.3365,1.1181,-1.2086,0.1726,-1.2343,1.0059,0.3724,1.1936,-0.9384,-0.2246,-0.9691,1.4187,-0.9824,1.7753,0.1196,1.1785,-0.1148,-0.0884,-0.8917,3.0782,-1.2736,0.0895,-1.103,-0.3366,-0.542,0.115,-1.2115,1.0038,-1.525,0.5192,-2.1143,-0.1336,-1.198,0.9196,-0.7549,-0.0916,-1.2764,-2.0278,-1.9239,-0.7058,-1.3131,1.4524,-2.2064,0.1607,-1.1297,-1.985,1.1787,-1.1693,1.977,-1.0533,0.7258,-1.5203,0.7075,-0.366
CCDC6,-0.2792,-0.4998,1.2015,-0.4484,-0.1376,0.0094,0.4306,-0.2724,-1.0533,-0.7153,0.2578,-1.0082,0.0319,-0.6586,0.7979,-0.7196,-0.4647,0.0202,0.2316,-0.4673,2.6338,-0.6141,1.0101,-0.6234,1.378,-0.1655,0.2588,0.1437,-0.192,-0.74,0.2317,-0.8440000000000001,-0.174,-0.1705,0.1781,-0.0285,-0.0192,-0.7902,2.0029,-0.1888,-0.0297,-0.2945,-0.1861,-0.4256,0.1558,-0.1227,1.8784,-0.6063,-0.1836,-0.4117,0.7697,-0.8092,-0.5604,-1.2773,2.8076,-0.4187,-0.0187,-0.5116,2.1368,-0.4187,-0.0627,-0.7013,0.054000000000000006,-0.7561,-0.2229,-0.4285,-1.2754,0.1295,-0.6228,-0.7052,-0.8849,-0.4277,0.0327,2.3391,-0.4295,-1.6588,-0.2742,-0.8801,-0.8994,-0.4892,-0.1795,0.7952,-0.7908,-0.8702,-0.3354,-0.9202,-0.6449,-0.1048,-0.1691,0.2597,-0.307,0.4462,-0.3358,-0.213,-0.7138,-0.3482,-0.0139,-0.1075,0.7568,0.2482,0.2331,-0.1015,0.1227,0.2157,-0.5196,0.4443,-0.3511,-0.7417,-0.35,1.1235,-0.8201,0.8473,-0.3971,-0.17600000000000002,0.0021,0.6719,-0.1358,-0.4027,-0.2267,1.8291,0.056,-0.3624,-0.3761,1.1716,-0.0136,1.7913,-0.3265,0.5976,-0.1453,-0.3033,-0.6439,1.2133,-1.0719,1.7307,-0.5374,0.2002,1.2452,-0.9421,-0.4433,-1.0169,-0.5464,-0.2489,0.8347,-0.5235,-0.4942,1.6213,-0.4719,-1.5775,-0.512,-0.6065,-1.3306,1.3394,-0.7345,0.3679,-0.6106,2.1399,-0.6968,0.5509,0.112,1.007,-0.4445,0.0334,-0.5628,0.9154,-0.6168,0.3809,-0.1684,2.2685,-0.3014,0.3858,-0.8216,-0.4767,-0.3257,0.8848,-1.2551,0.6468,-0.6608,0.0214,-1.0938,0.477,-0.89,0.14,-0.1194,0.583,-0.2515,-0.8207,-0.325,-0.8098,-0.5015,1.6187,-1.0879,0.8923,-0.3917,-0.0282,0.011,-0.6053,0.9059,-0.3589,1.5414,0.0433,0.6345,-1.1084
CCDC61,0.5134,0.6517,0.3029,0.2798,-1.0652,0.8888,-1.0029,1.0776,-0.8678,0.4199,1.2114,-0.4213,-1.9578,0.1012,0.1914,1.1794,0.2744,1.3261,1.7213,-0.0366,-2.2082,-0.0667,0.1983,0.055,-0.5975,0.2801,-1.1232,0.4302,-0.3433,1.7275,0.5919,0.647,-1.2641,0.5289,-0.1629,-0.3279,-1.0155,-0.2977,-1.1573,-0.1926,-1.073,0.2768,0.0931,0.3559,-0.6554,0.4433,0.1119,0.8655,0.1275,0.9793,-0.3326,0.4515,0.373,0.5421,-0.3275,0.9657,0.0765,0.9293,0.5434,0.7935,-0.0886,0.4181,0.4652,0.8012,-0.5991,-0.2677,0.3209,0.7428,2.1525,-2.2323,0.5298,1.4077,1.5612,-0.0384,-0.5338,1.72,-0.0562,0.0812,-1.2397,0.4842,0.3958,-0.2101,1.3583,-0.9503,0.332,-0.9202,0.9752,0.3278,0.5607,0.0811,1.3808,-0.2055,0.4558,0.0468,0.7397,-1.5165,0.8249,0.3278,1.7328,-0.6539,1.3993,1.5237,0.6516,-0.9161,0.0963,-0.2637,0.0728,-1.4534,0.4349,-0.2323,0.3212,-0.7682,0.3313,0.8257,1.2278,-0.0398,0.6598,-0.6693,0.688,0.1642,-3.2601,-0.2293,0.5572,1.1891,1.2605,0.9557,-0.1124,0.1368,0.5282,0.2477,0.7737,0.7221,0.6168,0.5294,0.6623,-0.8533,1.0109,0.3455,0.3517,0.4664,0.5113,0.8244,-0.4924,0.7039,0.5975,-0.642,0.527,-0.848,1.3511,-0.836,0.4269,-0.5256,0.6033,0.6126,0.737,-1.0593,1.1365,1.2053,1.5214,-0.303,0.7603,0.726,2.355,-0.2546,-0.5103,0.3398,0.3921,-0.1807,1.1061,0.1611,0.3781,0.0806,0.3993,1.0825,0.1337,-0.5382,-0.2886,0.6175,0.5066,-0.2168,-0.1035,-0.9127,0.7982,0.5066,0.733,1.3023,0.067,-1.0636,-0.7959999999999999,1.5356,0.5234,-0.3966,0.3923,0.8652,-0.9037,0.7266,-0.5722,0.3355,0.4113,0.5296,-0.7868,0.3014
CCDC68,-0.5796,1.2408,-0.4638,1.1475,-0.3534,0.8186,-0.848,2.2067,-2.9516,0.2566,2.9784,-0.7614,-1.9166,-0.2593,0.2636,3.3091,-0.8432,2.6521,-0.6253,1.1454,-0.4734,0.3856,-0.3039,3.6411,2.1144,0.8742,-1.6267,1.6436,-2.3493,0.7226,-0.755,1.2167,-0.6374,1.7418,-0.9087,2.2267,-2.5244,-0.7106,-1.5516,1.2753,-1.4859,3.8557,-1.0355,1.483,-3.3094,2.0814,-1.7549,4.088,-2.4355,0.9828,-1.1352,1.6568,-3.3331,-0.7732,-0.2468,0.4412,1.8722,2.3666,-1.7851,1.6277,-1.2544,0.4818,2.3746,0.6647,-0.284,0.0015,2.079,3.1987,2.865,-1.9648,2.395,,,,,,,,,,,,,,,,,-2.6011,3.198,-1.866,-0.2863,-1.3355,1.9201,-2.6388,1.2448,,,,,,,,,0.1312,-0.1034,-1.5534,-0.7049,-2.2747,-0.0702,-0.6411,0.4198,-2.0883,5.4697,-2.5499,1.5618,-2.5555,1.7436,-2.7094,2.3693,-1.8048,1.4447,-1.6731,1.716,-2.2233,2.6888,-1.9512,2.3685,-0.9597,2.2278,-0.4041,2.6928,-0.0723,2.8268,-0.2792,2.4169,-1.0299,-1.4802,3.5699,-2.8996,2.0295,-2.7143,1.6812,-1.8777,2.8994,1.2012,-1.53,-1.2797,-3.8086,2.5124,-4.5519,-1.3452,-3.0015,1.3567,-0.1943,1.3303,-1.632,0.4259,0.4920000000000001,0.2583,0.0792,0.7917,,,,,,,,,-1.0046,3.6157,-2.3152,4.4969,-0.1322,0.8115,-1.6132,1.9674,-2.3235,2.2172,-0.7185,1.607,-3.8535,1.6124,-0.0056,0.4722,-1.9122,1.2584,-2.1034,1.4951,0.9002,2.3145,-1.7483,0.7365,1.9595,-1.601,1.6335,-0.6646,0.1601,2.3756,1.8373,-1.0029,-0.636
CCDC7,-2.7019,-7.013,1.8295,-4.0584,-2.7826,-7.9643,0.0256,-7.4635,-0.4307,-2.4513,2.4891,-2.3895,0.2792,-2.5163,2.06,-2.4752,1.1671,-6.6162,-4.1272,-5.7843,4.5622,-7.2417,-1.0537,-8.7953,2.048,0.0472,-2.3009,-1.2618,-0.0076,0.8153,-0.5547,-0.852,0.8928,-0.4942,-2.5708,-2.4939,2.2256,-1.15,2.5167,-2.8956,3.7989,-0.1438,-2.6871,-1.1319,5.4519,-0.104,0.8692,0.1571,-0.054000000000000006,-1.3585,-0.7598,-1.089,-2.5377,-2.0594,0.3624,0.0894,2.6214,-2.3255,1.1402,-3.2635,-0.8571,-2.4102,1.3171,-2.5329,-0.3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0511,-7.3543,1.2248,-2.3838,1.0062,-3.6125,-4.558,-8.1652,,,,,,,,,0.7378,-1.659,-0.9298,-2.8032,-0.0591,-3.0821,0.3427,-1.7912,2.0023,-1.2807,-0.1286,-2.7251,0.4431,-0.8490000000000001,-2.5587,-3.0487,-1.5689,0.921,-2.3751,2.947,-3.7681,-1.4916,-2.087,-2.6712,-0.7216,-4.1885,0.0532,-1.4707,1.3831,-1.3084,-1.6629,0.0231,2.6614,-2.6382,-3.4861,-1.1861,-1.9331,-1.6027,0.3415,-1.6328,-2.701,-1.4643,1.2997,-0.3464,1.7249,-1.4534,-0.6368,-2.6525,2.3421,-2.5309,1.431,-1.6688,1.3798,-0.7222,-0.5877,-1.567,0.9712,-1.9749,3.2244,0.3048,2.954,-6.0511,2.6466,-2.4946,-1.3324,-1.9083,,,,,,,,,,1.2598,-1.3053,0.2159,-1.0021,3.9029,-2.356,-0.3112,1.5236
CCDC8,-1.3371,1.9198,-0.2071,0.4157,-0.2662,2.6439,-0.8004,3.1332,-0.2554,-0.2404,-0.7364,-0.0903,-1.3121,-1.5708,-0.3626,0.3995,0.1841,1.4698,-0.1222,-0.4949,-0.9519,-0.3584,-0.2144,0.6699,-1.1606,-0.0305,-1.1372,1.2156,-1.045,0.1926,-0.9022,0.6348,-0.2307,-0.6393,0.9739,0.4047,1.7585,-0.7843,-0.5539999999999999,0.8924,-1.1854,-1.0517,1.7487,1.7836,-2.3611,-0.8499,-0.9015,0.3994,-0.378,0.5111,-2.024,-3.7057,-0.8062,-1.8558,-1.6655,-0.9269,0.021,-0.0989,-1.0501,-1.4387,-0.1404,-1.0957,2.0662,1.8482,-1.6005,-0.5684,-1.0688,0.1504,2.0072,-0.2969,0.4503,-0.2421,1.6395,0.5001,2.4791,-1.9538,2.1757,0.179,0.2024,1.1419,1.4414,-0.7322,0.2429,1.2758,1.6728,-0.7273,1.1333,0.5958,1.3104,-1.0334,-0.3159,-0.0482,1.6068,0.3131,0.0992,-2.4031,-0.8372,-0.9905,2.2517,-0.2537,1.998,2.3726,3.3273,0.6745,0.4446,0.2124,-0.0407,-0.5134,0.6055,0.5819,1.2882,-0.0458,1.0955,-0.3429,2.3318,1.8605,1.2159,-0.6081,-0.9212,-1.1005,0.6176,0.3282,0.9424,-0.2724,0.7473,0.2233,-0.2959,-0.5593,0.835,-0.3884,0.5475,-0.136,0.4241,0.2945,1.0875,-1.1578,-1.0147,1.1254,-1.167,0.8033,1.4865,1.696,-0.2682,0.1572,1.2482,-0.6874,-0.5196,-0.7908,3.0703,-1.1296,1.5948,-2.6492,0.2394,-1.6014,0.3796,-1.2422,0.8451,0.1811,2.3599,-0.4533,2.1258,3.1584,0.9337,-1.3673,-1.2366,-1.6868,-0.1644,-0.6139,1.579,-0.9134,0.0048,0.3309,0.936,2.7987,-1.1013,1.3546,0.1484,-0.1096,2.4962,-0.9106,-0.4345,-1.8996,1.3225,-0.8424,2.4852,0.8101,0.7731,1.2906,0.4824,0.6627,0.1428,-1.4511,-0.0742,2.0894,-0.3425,-0.5458,-0.1883,1.3259,0.4326,1.034,-0.6355,0.2189
